!,,,,
! ----------------------------------------------------------------------------------------------,,,,
!,,,,
! Revision 0.0  2012-09-17 Andre ,,,,
! GB2 Initial version,,,,
!,,,,
! ----------------------------------------------------------------------------------------------,,,,
# Addr,Name,Def/mask,SubDes,Des
,,,,
,,,,
R30.5320,Optical Rx Lane 4 Voltage regulator ctl,16'h0777,,
30.5320.15:12,Reserved,R,,
30.5320.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.5320.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.5320.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.5576,Optical Rx Lane 5 Voltage regulator ctl,16'h0777,,
30.5576.15:12,Reserved,R,,
30.5576.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.5576.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.5576.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.5832,Optical Rx Lane 6 Voltage regulator ctl,16'h0777,,
30.5832.15:12,Reserved,R,,
30.5832.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.5832.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.5832.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.6088,Optical Rx Lane 7 Voltage regulator ctl,16'h0777,,
30.6088.15:12,Reserved,R,,
30.6088.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.6088.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.6088.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.6344,Optical Rx Lane 8 Voltage regulator ctl,16'h0777,,
30.6344.15:12,Reserved,R,,
30.6344.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.6344.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.6344.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.6600,Optical Rx Lane 9 Voltage regulator ctl,16'h0777,,
30.6600.15:12,Reserved,R,,
30.6600.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.6600.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.6600.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.8392,Host Rx Lane 0 Voltage regulator ctl,16'h0777,,
30.8392.15:12,Reserved,R,,
30.8392.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.8392.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.8392.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.8648,Host Rx Lane 1 Voltage regulator ctl,16'h0777,,
30.8648.15:12,Reserved,R,,
30.8648.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.8648.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.8648.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.8904,Host Rx Lane 2 Voltage regulator ctl,16'h0777,,
30.8904.15:12,Reserved,R,,
30.8904.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.8904.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.8904.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.9160,Host Rx Lane 3 Voltage regulator ctl,16'h0777,,
30.9160.15:12,Reserved,R,,
30.9160.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.9160.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.9160.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.9416,Host Rx Lane 4 Voltage regulator ctl,16'h0777,,
30.9416.15:12,Reserved,R,,
30.9416.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.9416.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.9416.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.9672,Host Rx Lane 5 Voltage regulator ctl,16'h0777,,
30.9672.15:12,Reserved,R,,
30.9672.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.9672.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.9672.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.9928,Host Rx Lane 6 Voltage regulator ctl,16'h0777,,
30.9928.15:12,Reserved,R,,
30.9928.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.9928.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.9928.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.10184,Host Rx Lane 7 Voltage regulator ctl,16'h0777,,
30.10184.15:12,Reserved,R,,
30.10184.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.10184.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.10184.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.10440,Host Rx Lane 8 Voltage regulator ctl,16'h0777,,
30.10440.15:12,Reserved,R,,
30.10440.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.10440.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.10440.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.10696,Host Rx Lane 9 Voltage regulator ctl,16'h0777,,
30.10696.15:12,Reserved,R,,
30.10696.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.10696.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.10696.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
,,,,
,,,,
R30.4305,Optical Rx Lane 0 Spare Fuse,16'h0777,,
30.4305.15:18,Reserved,R,,
30.4305.7:4,Spare Rx Fuse bits,RW,,
30.4305.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.4561,Optical Rx Lane 1 Spare Fuse,16'h0777,,
30.4561.15:18,Reserved,R,,
30.4561.7:4,Spare Rx Fuse bits,RW,,
30.4561.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.4817,Optical Rx Lane 2 Spare Fuse,16'h0777,,
30.4817.15:18,Reserved,R,,
30.4817.7:4,Spare Rx Fuse bits,RW,,
30.4817.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.5073,Optical Rx Lane 3 Spare Fuse,16'h0777,,
30.5073.15:18,Reserved,R,,
30.5073.7:4,Spare Rx Fuse bits,RW,,
30.5073.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.5329,Optical Rx Lane 4 Spare Fuse,16'h0777,,
30.5329.15:18,Reserved,R,,
30.5329.7:4,Spare Rx Fuse bits,RW,,
30.5329.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.5585,Optical Rx Lane 5 Spare Fuse,16'h0777,,
30.5585.15:18,Reserved,R,,
30.5585.7:4,Spare Rx Fuse bits,RW,,
30.5585.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.5841,Optical Rx Lane 6 Spare Fuse,16'h0777,,
30.5841.15:18,Reserved,R,,
30.5841.7:4,Spare Rx Fuse bits,RW,,
30.5841.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.6097,Optical Rx Lane 7 Spare Fuse,16'h0777,,
30.6097.15:18,Reserved,R,,
30.6097.7:4,Spare Rx Fuse bits,RW,,
30.6097.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.6353,Optical Rx Lane 8 Spare Fuse,16'h0777,,
30.6353.15:18,Reserved,R,,
30.6353.7:4,Spare Rx Fuse bits,RW,,
30.6353.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.6609,Optical Rx Lane 9 Spare Fuse,16'h0777,,
30.6609.15:18,Reserved,R,,
30.6609.7:4,Spare Rx Fuse bits,RW,,
30.6609.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.8401,Host Rx Lane 0 Spare Fuse,16'h0777,,
30.8401.15:18,Reserved,R,,
30.8401.7:4,Spare Rx Fuse bits,RW,,
30.8401.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.8657,Host Rx Lane 1 Spare Fuse,16'h0777,,
30.8657.15:18,Reserved,R,,
30.8657.7:4,Spare Rx Fuse bits,RW,,
30.8657.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.8913,Host Rx Lane 2 Spare Fuse,16'h0777,,
30.8913.15:18,Reserved,R,,
30.8913.7:4,Spare Rx Fuse bits,RW,,
30.8913.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.9169,Host Rx Lane 3 Spare Fuse,16'h0777,,
30.9169.15:18,Reserved,R,,
30.9169.7:4,Spare Rx Fuse bits,RW,,
30.9169.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.9425,Host Rx Lane 4 Spare Fuse,16'h0777,,
30.9425.15:18,Reserved,R,,
30.9425.7:4,Spare Rx Fuse bits,RW,,
30.9425.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.9681,Host Rx Lane 5 Spare Fuse,16'h0777,,
30.9681.15:18,Reserved,R,,
30.9681.7:4,Spare Rx Fuse bits,RW,,
30.9681.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.9937,Host Rx Lane 6 Spare Fuse,16'h0777,,
30.9937.15:18,Reserved,R,,
30.9937.7:4,Spare Rx Fuse bits,RW,,
30.9937.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.10193,Host Rx Lane 7 Spare Fuse,16'h0777,,
30.10193.15:18,Reserved,R,,
30.10193.7:4,Spare Rx Fuse bits,RW,,
30.10193.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.10449,Host Rx Lane 8 Spare Fuse,16'h0777,,
30.10449.15:18,Reserved,R,,
30.10449.7:4,Spare Rx Fuse bits,RW,,
30.10449.3:0,Spare RxGck Fuse bits,RW,,
,,,,
R30.10705,Host Rx Lane 9 Spare Fuse,16'h0777,,
30.10705.15:18,Reserved,R,,
30.10705.7:4,Spare Rx Fuse bits,RW,,
30.10705.3:0,Spare RxGck Fuse bits,RW,,
